product_id,title,tags,category,popularity_score
340,Product 340,"wool,tank,casual,formal",bottoms,91
368,Product 368,"classic,winter",jackets,91
393,Product 393,"bag,denim",bottoms,91
394,Product 394,"wool,denim",tops,91
554,Product 554,"sports,comfort,bag",footwear,91
668,Product 668,"summer,tank",accessories,91
705,Product 705,"tank,bag,summer",bottoms,91
715,Product 715,"floral,bag,shoes",tops,91
769,Product 769,"shoes,sports",footwear,91
790,Product 790,"leather,jeans,warm",accessories,91
829,Product 829,"sports,tank,comfort,denim",footwear,91
830,Product 830,"boho,denim",jackets,91
836,Product 836,"casual,winter,jeans",dresses,91
855,Product 855,"pastel,bag",accessories,91
928,Product 928,"pastel,boho,leather,shoes",skirts,91
937,Product 937,"denim,wool,summer,classic",dresses,91
954,Product 954,"maxi,leather,comfort",dresses,91
1085,Product 1085,"denim,pastel",skirts,91
17,Product 17,"warm,maxi,shoes",tops,90
44,Product 44,"bag,floral",dresses,90
77,Product 77,"pastel,bag,sports,leather",footwear,90
104,Product 104,"pastel,floral,crop,sports",accessories,90
171,Product 171,"leather,comfort,boho,pastel",jackets,90
203,Product 203,"maxi,shoes,sports",dresses,90
214,Product 214,"summer,jeans,crop",tops,90
306,Product 306,"warm,wool,floral",skirts,90
311,Product 311,"crop,classic,casual",footwear,90
341,Product 341,"classic,casual,warm,bag",bottoms,90
365,Product 365,"maxi,wool,jeans,denim",footwear,90
374,Product 374,"jeans,tank",accessories,90
413,Product 413,"maxi,sports,pastel",footwear,90
618,Product 618,"warm,comfort,classic,pastel",accessories,90
634,Product 634,"classic,leather,formal,tank",jackets,90
658,Product 658,"pastel,shoes,denim",footwear,90
665,Product 665,"shoes,summer,tank,pastel",bottoms,90
745,Product 745,"denim,winter",skirts,90
747,Product 747,"jeans,crop,leather",skirts,90
755,Product 755,"tank,winter,classic,maxi",bottoms,90
788,Product 788,"formal,casual,denim,summer",tops,90
832,Product 832,"warm,denim,leather,maxi",skirts,90
974,Product 974,"jeans,tank",bottoms,90
1003,Product 1003,"boho,warm,comfort,classic",jackets,90
1049,Product 1049,"maxi,warm,sports,formal",jackets,90
1067,Product 1067,"sports,wool,casual",tops,90
1080,Product 1080,"wool,sports",skirts,90
59,Product 59,"leather,wool,bag",bottoms,89
224,Product 224,"warm,pastel,wool,shoes",accessories,89
354,Product 354,"crop,bag,formal",accessories,89
423,Product 423,"classic,boho,warm",tops,89
479,Product 479,"sports,formal,classic,floral",accessories,89
532,Product 532,"classic,casual,jeans",bottoms,89
589,Product 589,"floral,summer,jeans",footwear,89
765,Product 765,"tank,comfort,bag,denim",footwear,89
777,Product 777,"formal,floral,summer",bottoms,89
791,Product 791,"comfort,denim",footwear,89
861,Product 861,"tank,bag,warm",jackets,89
868,Product 868,"wool,classic",footwear,89
907,Product 907,"formal,denim,sports",jackets,89
935,Product 935,"casual,maxi",accessories,89
995,Product 995,"maxi,summer,crop,shoes",bottoms,89
1073,Product 1073,"shoes,crop",accessories,89
9,Product 9,"maxi,warm,floral",footwear,88
11,Product 11,"summer,wool,crop,formal",accessories,88
45,Product 45,"warm,formal",tops,88
57,Product 57,"pastel,summer,warm",footwear,88
67,Product 67,"tank,boho",bottoms,88
95,Product 95,"leather,denim,tank",bottoms,88
96,Product 96,"wool,formal",dresses,88
102,Product 102,"leather,tank",bottoms,88
177,Product 177,"bag,denim,casual",jackets,88
271,Product 271,"floral,summer",skirts,88
289,Product 289,"warm,pastel,boho,shoes",dresses,88
329,Product 329,"boho,comfort,wool",tops,88
421,Product 421,"comfort,jeans,pastel",accessories,88
484,Product 484,"jeans,denim,summer",skirts,88
507,Product 507,"crop,boho,classic",accessories,88
672,Product 672,"shoes,tank,classic",dresses,88
681,Product 681,"shoes,maxi",jackets,88
731,Product 731,"classic,floral",bottoms,88
751,Product 751,"boho,sports",footwear,88
776,Product 776,"floral,leather,boho",skirts,88
814,Product 814,"floral,winter,crop,wool",bottoms,88
846,Product 846,"floral,casual,jeans",skirts,88
891,Product 891,"tank,bag,shoes,formal",tops,88
956,Product 956,"shoes,boho,sports",skirts,88
961,Product 961,"floral,pastel",bottoms,88
962,Product 962,"tank,casual,formal,pastel",skirts,88
975,Product 975,"tank,formal,summer,leather",skirts,88
1077,Product 1077,"wool,shoes,winter",accessories,88
19,Product 19,"pastel,wool,floral",dresses,87
81,Product 81,"floral,boho",dresses,87
137,Product 137,"pastel,jeans",skirts,87
324,Product 324,"leather,jeans,warm,floral",skirts,87
363,Product 363,"wool,maxi,denim,jeans",dresses,87
382,Product 382,"sports,formal,winter,floral",dresses,87
454,Product 454,"classic,maxi",skirts,87
504,Product 504,"crop,sports",tops,87
513,Product 513,"floral,crop",footwear,87
545,Product 545,"shoes,wool",dresses,87
582,Product 582,"leather,denim",skirts,87
625,Product 625,"crop,warm,wool,casual",jackets,87
630,Product 630,"classic,denim,jeans",accessories,87
762,Product 762,"winter,casual",footwear,87
779,Product 779,"comfort,leather,sports",jackets,87
838,Product 838,"classic,comfort,tank,formal",bottoms,87
867,Product 867,"summer,denim,shoes,comfort",jackets,87
930,Product 930,"classic,sports,winter,maxi",tops,87
992,Product 992,"jeans,maxi",footwear,87
1021,Product 1021,"pastel,crop,boho,leather",tops,87
1026,Product 1026,"classic,sports,comfort",footwear,87
1050,Product 1050,"winter,jeans,comfort",accessories,87
1055,Product 1055,"floral,jeans,formal",footwear,87
1057,Product 1057,"pastel,floral,sports,denim",bottoms,87
26,Product 26,"boho,comfort,summer",dresses,86
106,Product 106,"pastel,wool,summer",footwear,86
162,Product 162,"maxi,casual",skirts,86
196,Product 196,"leather,boho",footwear,86
209,Product 209,"jeans,denim",bottoms,86
215,Product 215,"crop,wool,winter,bag",jackets,86
272,Product 272,"pastel,boho",skirts,86
275,Product 275,"casual,winter",footwear,86
339,Product 339,"wool,leather,formal,winter",tops,86
450,Product 450,"casual,formal,bag",footwear,86
496,Product 496,"boho,wool,leather",bottoms,86
506,Product 506,"formal,denim,classic,boho",footwear,86
534,Product 534,"leather,boho",jackets,86
584,Product 584,"bag,wool",jackets,86
674,Product 674,"crop,bag,classic,casual",dresses,86
704,Product 704,"summer,classic,casual,warm",skirts,86
717,Product 717,"summer,leather,warm,casual",accessories,86
873,Product 873,"summer,shoes",accessories,86
939,Product 939,"crop,denim,leather,summer",bottoms,86
944,Product 944,"maxi,warm,formal",skirts,86
85,Product 85,"summer,formal",jackets,85
142,Product 142,"maxi,jeans",dresses,85
143,Product 143,"summer,maxi,comfort",accessories,85
307,Product 307,"classic,bag,denim,winter",accessories,85
495,Product 495,"bag,denim,tank",footwear,85
543,Product 543,"denim,summer,warm,floral",bottoms,85
606,Product 606,"shoes,crop,classic,leather",footwear,85
678,Product 678,"bag,classic,tank,boho",skirts,85
683,Product 683,"winter,bag",bottoms,85
691,Product 691,"casual,denim",dresses,85
724,Product 724,"summer,casual",footwear,85
807,Product 807,"formal,denim,casual,comfort",bottoms,85
888,Product 888,"leather,tank,shoes",skirts,85
924,Product 924,"comfort,boho",skirts,85
1058,Product 1058,"warm,denim",skirts,85
99,Product 99,"casual,warm,pastel,winter",accessories,84
119,Product 119,"classic,shoes",footwear,84
173,Product 173,"warm,winter",skirts,84
185,Product 185,"classic,crop,denim",skirts,84
226,Product 226,"maxi,tank",accessories,84
280,Product 280,"casual,floral,summer,crop",jackets,84
309,Product 309,"jeans,summer,casual,boho",dresses,84
356,Product 356,"classic,tank,boho",accessories,84
443,Product 443,"casual,tank",accessories,84
474,Product 474,"formal,shoes",skirts,84
486,Product 486,"boho,floral,summer",jackets,84
537,Product 537,"classic,bag,shoes,floral",accessories,84
540,Product 540,"shoes,winter,denim,maxi",skirts,84
558,Product 558,"pastel,wool",accessories,84
620,Product 620,"classic,floral",dresses,84
648,Product 648,"denim,jeans,sports,classic",accessories,84
650,Product 650,"summer,tank,wool,crop",tops,84
793,Product 793,"formal,crop",bottoms,84
883,Product 883,"sports,comfort",bottoms,84
913,Product 913,"pastel,bag",footwear,84
916,Product 916,"comfort,maxi,floral",tops,84
973,Product 973,"floral,wool",footwear,84
2,Product 2,"crop,jeans,leather,classic",accessories,83
229,Product 229,"crop,tank,warm",footwear,83
248,Product 248,"comfort,pastel,denim",dresses,83
287,Product 287,"winter,maxi,pastel",skirts,83
295,Product 295,"jeans,bag,formal,floral",jackets,83
301,Product 301,"wool,denim",tops,83
334,Product 334,"shoes,leather,warm",skirts,83
389,Product 389,"warm,denim,formal",dresses,83
414,Product 414,"tank,warm",bottoms,83
422,Product 422,"classic,bag,casual",footwear,83
445,Product 445,"shoes,wool",accessories,83
478,Product 478,"pastel,summer",jackets,83
487,Product 487,"casual,boho",dresses,83
505,Product 505,"formal,classic,pastel,sports",bottoms,83
541,Product 541,"crop,classic,leather",footwear,83
556,Product 556,"summer,boho,casual",footwear,83
569,Product 569,"formal,casual",skirts,83
574,Product 574,"wool,casual,floral",accessories,83
663,Product 663,"leather,crop,floral,tank",skirts,83
680,Product 680,"boho,shoes",footwear,83
785,Product 785,"formal,tank,boho",accessories,83
833,Product 833,"warm,jeans,bag,sports",dresses,83
844,Product 844,"wool,boho",bottoms,83
853,Product 853,"winter,formal",jackets,83
859,Product 859,"floral,denim,winter",skirts,83
900,Product 900,"warm,denim,boho",dresses,83
969,Product 969,"jeans,comfort",bottoms,83
996,Product 996,"comfort,bag",jackets,83
1014,Product 1014,"floral,classic,wool",tops,83
1056,Product 1056,"floral,jeans,casual,crop",jackets,83
1093,Product 1093,"boho,formal,maxi",footwear,83
4,Product 4,"boho,sports,winter,jeans",jackets,82
72,Product 72,"denim,pastel",tops,82
128,Product 128,"winter,denim",bottoms,82
147,Product 147,"summer,classic,sports,winter",bottoms,82
184,Product 184,"formal,denim",accessories,82
263,Product 263,"jeans,crop,casual,warm",dresses,82
336,Product 336,"formal,wool",bottoms,82
373,Product 373,"pastel,boho,leather",dresses,82
410,Product 410,"boho,floral",dresses,82
426,Product 426,"tank,boho",tops,82
467,Product 467,"denim,maxi",tops,82
559,Product 559,"warm,maxi",dresses,82
568,Product 568,"formal,shoes,summer,jeans",footwear,82
613,Product 613,"crop,floral",tops,82
617,Product 617,"jeans,floral",skirts,82
639,Product 639,"warm,wool,shoes,tank",skirts,82
660,Product 660,"sports,comfort,denim",skirts,82
670,Product 670,"summer,formal",skirts,82
676,Product 676,"comfort,summer,classic",skirts,82
782,Product 782,"boho,pastel",dresses,82
822,Product 822,"maxi,denim",tops,82
843,Product 843,"denim,summer",jackets,82
886,Product 886,"shoes,maxi,crop",accessories,82
947,Product 947,"sports,denim,winter",skirts,82
22,Product 22,"shoes,bag,tank",dresses,81
24,Product 24,"jeans,leather,tank,floral",dresses,81
64,Product 64,"casual,winter,formal,floral",footwear,81
125,Product 125,"classic,pastel,crop,jeans",dresses,81
179,Product 179,"pastel,tank,wool,boho",skirts,81
202,Product 202,"casual,comfort,crop",skirts,81
260,Product 260,"jeans,casual,formal,pastel",jackets,81
428,Product 428,"wool,tank",bottoms,81
438,Product 438,"formal,sports,pastel,comfort",dresses,81
469,Product 469,"maxi,classic,jeans,denim",accessories,81
512,Product 512,"shoes,classic",accessories,81
528,Product 528,"boho,winter,pastel",dresses,81
572,Product 572,"floral,warm,bag",jackets,81
594,Product 594,"leather,summer,sports,winter",jackets,81
595,Product 595,"casual,warm,tank,maxi",accessories,81
623,Product 623,"warm,summer,sports",jackets,81
763,Product 763,"pastel,comfort,winter,maxi",footwear,81
811,Product 811,"sports,casual,maxi,denim",tops,81
825,Product 825,"denim,crop",bottoms,81
882,Product 882,"sports,denim,shoes,pastel",footwear,81
917,Product 917,"maxi,denim",dresses,81
1052,Product 1052,"floral,boho",jackets,81
27,Product 27,"maxi,sports,pastel,bag",jackets,80
69,Product 69,"tank,warm",skirts,80
139,Product 139,"denim,warm,bag",bottoms,80
249,Product 249,"formal,warm,crop",skirts,80
304,Product 304,"denim,wool,formal,tank",footwear,80
323,Product 323,"maxi,boho,bag",skirts,80
335,Product 335,"crop,formal",tops,80
338,Product 338,"shoes,pastel,wool",skirts,80
444,Product 444,"warm,maxi,classic",tops,80
489,Product 489,"leather,bag",tops,80
703,Product 703,"boho,floral,wool",dresses,80
726,Product 726,"bag,formal",jackets,80
831,Product 831,"casual,floral,comfort",footwear,80
986,Product 986,"winter,wool,maxi",accessories,80
1078,Product 1078,"crop,shoes,warm,jeans",tops,80
117,Product 117,"floral,sports,crop,boho",bottoms,79
222,Product 222,"warm,maxi",bottoms,79
230,Product 230,"casual,warm,comfort,summer",bottoms,79
270,Product 270,"classic,pastel",bottoms,79
369,Product 369,"bag,floral",accessories,79
427,Product 427,"wool,casual",tops,79
442,Product 442,"floral,casual",jackets,79
570,Product 570,"winter,leather",dresses,79
601,Product 601,"wool,jeans",dresses,79
612,Product 612,"tank,leather",footwear,79
643,Product 643,"boho,summer,crop",bottoms,79
652,Product 652,"tank,formal,comfort,bag",tops,79
656,Product 656,"bag,winter,summer,shoes",accessories,79
693,Product 693,"denim,sports,floral,pastel",dresses,79
699,Product 699,"jeans,classic,leather",bottoms,79
716,Product 716,"bag,summer",footwear,79
840,Product 840,"sports,denim,floral,jeans",footwear,79
856,Product 856,"summer,leather,comfort,denim",footwear,79
869,Product 869,"wool,formal,casual,pastel",skirts,79
871,Product 871,"boho,maxi,tank",tops,79
963,Product 963,"warm,leather,comfort,denim",bottoms,79
967,Product 967,"classic,sports",jackets,79
991,Product 991,"boho,crop",bottoms,79
1033,Product 1033,"shoes,summer,bag,sports",skirts,79
1092,Product 1092,"comfort,tank,wool,casual",bottoms,79
76,Product 76,"casual,shoes",dresses,78
118,Product 118,"classic,comfort,shoes",footwear,78
155,Product 155,"casual,boho,tank,denim",jackets,78
172,Product 172,"classic,denim,jeans,tank",skirts,78
278,Product 278,"summer,denim,sports,classic",jackets,78
284,Product 284,"boho,wool",bottoms,78
288,Product 288,"bag,classic,warm",footwear,78
440,Product 440,"crop,summer",footwear,78
449,Product 449,"floral,leather,denim,boho",tops,78
472,Product 472,"sports,boho,jeans",skirts,78
585,Product 585,"winter,wool,shoes",skirts,78
615,Product 615,"leather,denim,casual,bag",jackets,78
636,Product 636,"boho,pastel,winter",dresses,78
685,Product 685,"sports,classic",jackets,78
697,Product 697,"pastel,boho",tops,78
794,Product 794,"pastel,leather,boho,comfort",tops,78
865,Product 865,"wool,tank,pastel,sports",footwear,78
942,Product 942,"comfort,classic,leather",jackets,78
966,Product 966,"warm,pastel,bag",dresses,78
1082,Product 1082,"shoes,winter,comfort,floral",jackets,78
1083,Product 1083,"shoes,pastel,tank,jeans",dresses,78
89,Product 89,"floral,tank,boho,maxi",skirts,77
90,Product 90,"jeans,maxi,bag,formal",jackets,77
158,Product 158,"winter,floral,bag",dresses,77
198,Product 198,"boho,comfort,denim",tops,77
221,Product 221,"summer,tank,jeans,classic",dresses,77
258,Product 258,"crop,denim",tops,77
370,Product 370,"maxi,boho,bag,sports",accessories,77
380,Product 380,"summer,winter",tops,77
399,Product 399,"summer,crop",tops,77
403,Product 403,"pastel,comfort",bottoms,77
455,Product 455,"boho,wool,comfort",accessories,77
550,Product 550,"shoes,boho,leather",tops,77
563,Product 563,"shoes,formal,leather,casual",skirts,77
565,Product 565,"pastel,leather,winter",dresses,77
605,Product 605,"bag,tank",skirts,77
720,Product 720,"floral,maxi,classic",bottoms,77
802,Product 802,"comfort,maxi,floral,crop",dresses,77
908,Product 908,"warm,comfort",accessories,77
938,Product 938,"comfort,denim",accessories,77
976,Product 976,"summer,sports",footwear,77
47,Product 47,"bag,wool,classic",skirts,76
48,Product 48,"leather,denim,shoes",bottoms,76
56,Product 56,"tank,winter,pastel,jeans",footwear,76
204,Product 204,"boho,classic",skirts,76
218,Product 218,"casual,crop,summer",dresses,76
247,Product 247,"warm,floral",jackets,76
314,Product 314,"jeans,maxi,shoes",bottoms,76
345,Product 345,"classic,leather,maxi,bag",bottoms,76
347,Product 347,"winter,bag,maxi,crop",tops,76
575,Product 575,"warm,leather",bottoms,76
602,Product 602,"leather,comfort,sports,wool",skirts,76
684,Product 684,"comfort,casual,sports,floral",tops,76
689,Product 689,"maxi,comfort",dresses,76
784,Product 784,"wool,bag,pastel",accessories,76
804,Product 804,"casual,formal,classic,boho",accessories,76
909,Product 909,"summer,shoes,pastel,floral",accessories,76
931,Product 931,"leather,crop",jackets,76
936,Product 936,"pastel,shoes,sports,crop",skirts,76
949,Product 949,"floral,crop,wool,winter",accessories,76
978,Product 978,"warm,shoes,crop,tank",jackets,76
1001,Product 1001,"denim,bag",tops,76
1009,Product 1009,"maxi,denim,leather",jackets,76
1019,Product 1019,"denim,jeans",accessories,76
1076,Product 1076,"shoes,classic,summer,bag",skirts,76
120,Product 120,"comfort,jeans,bag,denim",dresses,75
132,Product 132,"sports,pastel",skirts,75
136,Product 136,"casual,tank,sports,pastel",dresses,75
149,Product 149,"formal,floral,casual,denim",footwear,75
192,Product 192,"casual,shoes,boho,floral",bottoms,75
225,Product 225,"comfort,formal,winter,tank",accessories,75
300,Product 300,"leather,tank",accessories,75
330,Product 330,"jeans,summer",footwear,75
349,Product 349,"pastel,sports,warm",tops,75
417,Product 417,"bag,tank,wool",skirts,75
508,Product 508,"warm,jeans",dresses,75
514,Product 514,"bag,comfort,jeans,warm",skirts,75
649,Product 649,"classic,wool,warm,winter",bottoms,75
651,Product 651,"denim,crop,bag,jeans",footwear,75
753,Product 753,"pastel,jeans,casual",footwear,75
841,Product 841,"shoes,winter,comfort,floral",skirts,75
848,Product 848,"pastel,casual,winter,warm",tops,75
857,Product 857,"pastel,summer",tops,75
877,Product 877,"classic,sports",bottoms,75
951,Product 951,"formal,jeans,shoes,winter",tops,75
1036,Product 1036,"maxi,sports,tank",tops,75
36,Product 36,"casual,comfort",accessories,74
43,Product 43,"casual,comfort,classic",bottoms,74
46,Product 46,"formal,jeans",skirts,74
161,Product 161,"comfort,boho,wool,denim",bottoms,74
285,Product 285,"classic,winter,jeans,wool",dresses,74
432,Product 432,"boho,summer,wool",accessories,74
552,Product 552,"casual,shoes,bag,classic",accessories,74
